Size_sqft,Lot_Size_sqft,Living_Area_sqft,Basement_Area_sqft,Garage_Area_sqft,Bedrooms,Bathrooms,Full_Baths,Half_Baths,Total_Rooms,Kitchens,Overall_Quality,Overall_Condition,Kitchen_Quality,Basement_Quality,Heating_Quality,Dist_Downtown_miles,Dist_School_miles,Dist_Transit_miles,Dist_Park_miles,Dist_Hospital_miles,Dist_Highway_miles,Walk_Score,Transit_Score,Year_Built,Year_Renovated,Age_Years,Years_Since_Renovation,Has_Pool,Has_Deck,Has_Porch,Has_Fireplace,Has_Central_Air,Has_Basement,Has_Garage,Is_Waterfront,Is_Corner_Lot,Has_Solar,Zone_Residential,Zone_Commercial,Zone_Suburban,Zone_Rural,Zone_Downtown,Tax_Assessed_Value,Annual_HOA_Fees,Property_Tax_Rate,Month_Sold,Year_Sold,View_Score,Fence_Quality,Roof_Age_years,Driveway_Paved,Electric_System_Type,Price_USD
2888,14625,2818,895,397,2,1.5,1,1,4,1,2,2,2,6,5,12.29,6.5,0.89,0.11,7.99,6.31,70,86,1979,2017,47,9,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,265620,294,3.26,8,2026,5,2,12,1,2,642309
2650,17083,2330,578,0,3,2.0,2,0,8,1,6,3,6,2,6,3.95,1.03,2.46,0.75,9.69,11.17,75,90,2013,1996,13,30,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,360318,1499,3.25,7,2022,4,1,20,1,1,772071
1357,7554,1029,1436,256,5,3.0,3,0,12,2,10,4,9,10,7,19.19,4.21,2.61,2.25,8.22,11.23,47,74,1963,2011,63,15,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,330716,3024,1.55,2,2025,2,1,1,1,2,666645
4207,16926,3181,987,647,1,1.0,1,0,5,1,9,2,7,8,5,29.03,4.6,1.31,0.9,4.52,10.53,32,91,2025,1997,1,29,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,184576,154,1.12,7,2020,5,2,25,1,3,982749
4655,15082,4093,897,0,5,4.0,4,0,11,1,1,3,3,1,4,6.11,7.71,0.16,2.48,2.71,9.71,81,91,2013,0,13,0,1,0,1,1,1,1,0,0,1,1,1,0,0,0,0,115361,1876,1.59,3,2020,2,4,13,0,1,891284
1905,7772,1451,1425,706,3,4.0,4,0,9,1,10,9,10,10,1,15.22,5.47,3.29,3.85,1.08,10.36,59,78,2008,0,18,0,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,96030,0,1.61,2,2026,4,2,1,1,3,748937
1593,12465,1240,468,0,2,1.0,1,0,6,1,1,9,1,3,9,6.04,9.73,1.59,2.69,14.46,3.5,77,82,2026,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,417609,875,2.58,5,2022,1,4,5,1,1,539686
3398,5598,2870,1205,363,1,3.5,3,1,7,2,8,9,10,6,3,19.13,6.11,0.69,3.81,9.06,11.59,53,90,1950,2011,76,15,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,429084,0,0.64,12,2023,3,2,8,1,2,1074665
1056,6785,813,309,0,5,2.0,2,0,10,1,5,10,6,8,6,8.66,5.75,2.18,4.27,0.67,4.92,73,79,2023,2025,3,1,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,319896,0,2.58,3,2024,2,3,18,1,3,660901
1960,3979,1699,1402,689,2,4.0,4,0,8,1,2,6,1,10,3,2.25,3.32,3.69,0.76,12.99,8.23,79,79,1996,0,30,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,91004,0,2.51,2,2024,4,2,4,1,1,645594
1949,16344,1603,0,567,1,2.0,2,0,4,1,2,10,2,1,3,1.73,8.73,1.5,4.23,0.78,2.95,93,98,2012,2013,14,13,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,247740,0,3.37,12,2025,2,2,22,0,2,656612
3238,13051,3060,0,399,5,3.5,3,1,11,1,1,9,1,1,7,29.46,9.44,2.1,4.37,2.2,2.21,40,82,2014,0,12,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,314998,0,0.76,3,2021,1,4,3,1,2,736317
2428,2776,2149,0,195,1,2.0,1,2,6,1,10,3,8,1,8,18.73,6.45,4.24,2.97,14.27,6.36,56,68,1958,1992,68,34,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,365193,0,0.86,9,2020,3,2,12,1,1,747927
2560,13452,2017,850,508,5,3.0,3,0,9,1,9,1,10,5,8,9.67,5.29,0.24,0.27,9.72,10.79,88,94,1983,2009,43,17,0,0,1,1,1,1,1,0,0,1,0,1,0,0,0,107536,4442,2.45,6,2025,5,4,16,0,3,860662
4081,8474,3481,474,645,3,4.0,4,0,10,1,4,10,4,1,6,15.2,7.3,1.58,3.05,7.91,4.8,68,80,1966,2024,60,2,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,50432,38,3.3,6,2025,3,4,13,1,1,961839
2980,14465,2792,1101,0,2,3.0,2,2,6,1,1,8,1,5,7,16.03,1.49,4.51,3.13,3.97,5.17,52,59,1953,2006,73,20,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,437139,0,2.4,6,2023,3,3,21,1,2,719707
4188,6139,3148,668,0,1,3.5,3,1,6,2,10,10,10,6,3,3.32,5.87,2.43,0.41,8.87,5.55,89,83,1968,2006,58,20,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,298629,0,2.87,12,2022,2,4,12,1,2,1037269
1359,18943,1254,874,787,3,4.5,4,1,10,1,3,8,5,3,6,28.28,2.67,2.17,1.09,12.35,6.06,40,90,1972,0,54,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,441136,0,1.33,8,2024,1,1,15,1,2,593203
4414,13933,4082,1170,0,2,1.0,1,0,5,1,2,6,3,1,3,29.49,2.81,0.86,3.98,1.51,2.08,44,92,2023,0,3,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,209353,903,1.81,8,2023,2,4,6,1,2,885273
3732,11998,3018,576,448,3,2.0,2,0,7,1,6,4,8,5,5,12.79,1.11,2.85,0.88,3.99,2.36,57,67,1987,1991,39,35,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,494505,0,0.99,7,2024,1,4,13,0,3,955648
4383,16871,4139,359,580,2,1.0,1,0,4,1,2,10,1,10,10,5.1,1.09,2.89,3.06,5.09,9.62,80,73,2004,1997,22,29,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,246795,0,0.56,10,2023,2,1,16,1,1,969368
1665,19906,1474,620,175,3,4.0,4,0,11,1,3,4,1,10,1,23.75,7.33,3.18,3.89,1.32,6.4,46,75,2003,0,23,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,238421,4879,0.7,12,2023,5,2,21,1,1,656141
4254,16319,3976,312,0,4,1.0,1,0,7,1,3,8,5,9,7,5.78,9.83,2.71,1.04,13.08,4.4,89,87,2004,2000,22,26,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,189507,0,1.13,1,2025,3,1,9,1,2,864495
1272,2847,1058,938,637,3,4.5,4,2,8,1,5,5,4,5,9,7.64,3.05,0.19,1.96,4.42,1.68,91,100,1966,0,60,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,434913,0,2.96,8,2022,1,4,4,1,2,660599
861,19292,843,1451,233,3,3.0,3,0,7,1,9,2,9,3,4,23.37,1.69,0.26,4.47,7.77,2.83,54,100,1953,1990,73,36,0,1,1,0,1,1,1,0,0,1,0,0,1,0,0,373760,1339,2.31,1,2025,4,1,16,1,3,674860
4384,3539,3660,1064,0,1,4.0,4,0,9,1,8,10,10,5,5,19.89,8.94,2.56,0.56,10.33,9.1,47,87,2022,2011,4,15,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,477380,373,1.73,12,2020,4,4,2,1,1,1147524
2375,15166,2229,0,407,3,2.5,2,1,9,1,5,3,7,1,9,10.93,9.72,2.9,4.59,2.53,4.31,73,75,1959,0,67,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,153624,3345,1.7,12,2024,1,3,10,1,1,647931
3956,8156,3344,1033,731,5,4.5,4,1,10,1,10,3,9,2,6,2.55,5.79,3.71,4.27,10.23,1.3,82,61,1953,1996,73,30,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,419124,4779,1.0,3,2026,3,3,25,1,3,1155291
1956,14331,1715,0,778,4,4.5,4,1,9,2,10,1,9,1,9,22.45,4.39,3.21,1.62,13.7,8.08,50,65,1957,1992,69,34,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,475303,0,0.96,1,2023,3,2,19,0,2,897255
4390,10766,4272,0,0,3,4.0,4,0,11,1,3,9,2,1,9,18.94,5.66,1.92,2.1,11.04,6.63,48,83,1979,0,47,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,431859,0,0.64,1,2020,5,3,23,1,3,978143
2798,8280,2737,593,617,4,4.5,4,1,11,1,5,5,6,1,7,16.94,2.39,4.83,2.44,5.17,2.05,45,62,2008,2007,18,19,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,165770,0,1.28,2,2024,1,1,12,1,3,786923
4263,11795,4051,0,479,4,4.5,4,1,10,1,2,10,4,1,4,8.93,3.45,1.3,1.22,5.0,2.17,85,81,2018,0,8,0,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,465535,2344,1.9,7,2022,5,2,4,0,2,1093783
1830,6616,1426,0,681,5,4.0,3,2,11,1,5,8,6,1,7,8.99,7.7,3.04,0.38,3.64,0.84,70,80,2009,0,17,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,477844,3216,0.93,2,2020,2,3,24,0,1,836220
2639,15072,2350,925,0,2,1.0,1,0,5,1,4,9,2,3,10,14.23,0.61,0.5,0.1,4.16,7.3,67,98,1998,0,28,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,190259,4221,3.44,3,2024,1,3,3,0,3,688112
1669,14957,1481,0,0,4,2.5,2,1,10,1,1,2,1,1,1,11.24,0.81,0.24,4.38,5.74,7.84,82,88,1969,0,57,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,182271,0,2.98,2,2022,2,4,10,1,1,452301
2900,12248,2468,675,566,2,3.5,3,1,8,1,10,4,8,1,1,19.98,3.08,4.15,0.82,1.21,0.75,46,70,1992,0,34,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,225223,4730,1.62,11,2022,5,2,21,1,2,912841
2510,14445,2377,0,278,4,3.5,3,1,8,1,5,6,7,1,10,18.04,1.07,4.26,3.85,11.3,8.31,47,55,1964,1995,62,31,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,265988,0,3.28,10,2020,2,4,19,1,1,783362
2667,6077,2333,0,596,4,4.0,4,0,12,1,1,6,1,1,6,19.08,8.12,3.04,2.14,8.34,4.35,55,65,1988,1998,38,28,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,315201,1930,2.29,2,2020,3,3,21,0,3,743331
4826,19471,3722,534,727,4,4.0,3,2,10,1,2,9,2,7,5,25.71,5.63,1.7,3.92,7.79,9.42,42,92,1978,0,48,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,304300,1817,3.02,3,2024,2,4,3,1,2,1016219
922,4145,855,0,236,4,1.5,1,1,6,1,5,4,7,1,2,6.64,4.13,0.93,2.73,14.23,8.59,86,90,1983,0,43,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,93118,0,1.33,4,2024,4,3,20,0,2,510562
1309,12356,1190,0,621,5,2.0,2,0,8,1,6,10,7,1,6,20.09,7.24,0.71,4.11,13.06,8.45,55,91,2024,0,2,0,1,1,1,0,1,0,1,1,1,0,0,1,0,0,0,315671,4089,2.98,2,2024,2,1,0,1,3,761001
2059,6805,1846,550,456,4,3.0,2,2,9,1,5,10,3,5,6,26.75,3.6,4.18,3.46,5.94,1.25,39,72,1975,2015,51,11,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,89444,240,1.38,8,2023,5,3,25,1,2,668955
1775,3325,1569,783,764,5,1.5,1,1,10,1,10,5,10,5,4,24.21,9.76,1.75,2.66,3.12,1.04,45,84,2008,1991,18,35,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,174037,0,0.62,12,2023,1,4,13,1,2,733601
2145,10974,1669,0,380,4,1.5,1,1,9,1,8,4,7,1,7,15.17,9.89,0.79,3.93,13.2,7.19,58,100,1998,1997,28,29,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,311200,3868,2.93,4,2025,3,1,2,1,1,690886
3751,12572,3516,961,0,3,4.5,4,2,9,1,1,2,1,4,1,11.3,5.96,0.17,1.31,5.46,3.01,66,93,1953,1997,73,29,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,467900,665,2.63,12,2026,1,4,14,0,2,820313
2329,15176,1842,1183,683,4,3.0,3,0,9,2,9,5,9,1,3,27.46,5.9,3.47,0.92,0.76,9.33,43,63,1975,0,51,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,423748,699,1.54,6,2021,2,1,0,1,1,868242
3005,6911,2484,249,800,2,1.0,1,0,6,2,10,9,9,7,2,20.48,3.78,1.95,2.83,9.06,0.54,63,94,1971,2014,55,12,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,93765,426,3.22,1,2025,1,4,22,1,2,784399
2767,2795,2493,775,0,3,1.0,1,0,8,1,5,9,4,9,4,8.47,8.13,2.85,2.57,4.09,3.25,66,74,2001,2024,25,2,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,166959,0,1.14,10,2023,2,2,9,1,3,764072
4174,10059,3965,0,175,5,3.0,3,0,11,1,5,10,5,1,10,18.76,8.52,1.15,0.62,11.56,7.16,61,92,1984,0,42,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,100923,81,2.09,6,2026,5,3,25,0,2,956014
2286,3405,1927,0,224,2,3.0,3,0,7,1,10,9,8,1,10,0.78,2.9,1.15,2.79,12.54,8.34,89,84,1955,0,71,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,396854,4646,2.81,2,2021,3,2,17,1,3,889183
1955,12330,1680,0,473,4,4.5,4,1,11,1,10,1,8,1,2,12.51,4.25,0.68,4.22,3.24,8.23,72,84,2002,2007,24,19,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,204780,0,1.54,5,2024,4,3,5,1,2,857038
3504,16207,3248,1392,459,2,4.0,4,0,10,1,8,4,7,3,2,27.32,8.34,0.74,3.46,8.33,6.6,48,97,1982,2025,44,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,462958,0,3.46,4,2024,3,4,20,1,1,1031007
2696,10809,2118,849,291,2,3.5,3,1,8,1,5,10,5,1,2,19.61,6.66,1.44,0.79,1.23,5.06,63,91,2007,2010,19,16,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,390606,0,0.67,3,2022,2,4,10,1,3,777965
1772,19756,1681,592,458,2,2.0,1,2,4,1,3,8,2,10,3,20.95,9.61,2.49,4.37,10.06,2.97,58,79,2014,0,12,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,349834,0,0.77,12,2022,3,4,8,1,1,612190
4976,2768,4500,0,747,5,4.5,4,1,12,1,1,1,1,1,8,21.82,3.33,3.05,0.69,2.37,3.56,44,74,1960,2009,66,17,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,104462,0,1.99,1,2023,1,4,19,0,3,858879
3797,7627,3263,0,107,5,2.0,2,0,11,1,5,9,6,1,10,0.96,3.43,4.41,4.44,7.28,1.08,74,68,1992,2018,34,8,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,220875,4954,2.99,4,2021,1,2,10,0,1,901865
1767,16923,1608,780,268,3,3.5,3,1,9,1,7,6,8,7,7,14.28,7.68,3.78,4.46,12.05,4.57,62,72,2018,2000,8,26,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0,434130,1793,1.61,9,2022,3,4,4,0,2,868540
2832,7491,2623,0,175,3,3.5,3,1,7,1,10,8,10,1,10,21.78,1.63,2.54,1.56,7.0,8.05,41,71,1953,2002,73,24,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,325168,2552,3.22,7,2022,4,3,5,0,1,962664
4869,18608,4312,467,729,2,2.5,2,1,7,1,4,9,6,5,4,5.02,4.09,2.54,2.44,7.24,8.04,74,81,1995,1992,31,34,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,100418,0,1.21,9,2020,3,1,20,1,1,996965
3175,9143,2988,0,262,3,3.5,3,1,9,1,5,10,6,1,2,12.14,3.44,2.93,0.94,1.44,9.22,73,71,1993,1996,33,30,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,70553,0,2.92,1,2023,3,2,9,1,1,866805
3856,6973,3029,1340,0,3,3.5,3,1,9,1,5,3,4,3,2,17.54,0.22,1.52,2.27,13.93,7.16,69,89,1971,1996,55,30,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,176133,0,1.75,2,2023,3,2,21,1,2,842913
1643,19492,1403,575,152,3,2.5,2,1,7,1,8,7,10,10,6,11.55,7.57,0.27,3.89,11.01,7.84,82,100,2015,2014,11,12,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,217308,2762,2.79,1,2022,3,4,1,0,1,713575
1612,3889,1389,271,149,1,3.5,3,1,6,1,2,4,3,3,6,11.33,4.73,1.08,1.79,6.08,9.9,66,95,1975,2006,51,20,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0,124073,0,3.46,11,2025,5,2,0,1,1,518293
3998,11326,3486,1337,719,1,1.0,1,0,4,1,1,1,3,7,8,14.11,6.73,1.68,2.03,3.07,6.16,75,81,1970,2004,56,22,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,74325,658,1.42,7,2021,1,1,12,0,2,711284
3113,11094,2789,0,370,4,1.0,1,0,6,2,2,5,4,1,8,20.68,5.12,2.57,4.19,5.46,5.18,59,71,2025,0,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,1,405730,2286,3.35,7,2026,4,1,25,0,2,853010
2689,7652,2209,0,596,2,4.5,4,1,10,1,6,2,7,1,2,1.72,6.89,1.86,5.0,7.68,2.12,97,82,2017,0,9,0,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0,426052,3511,1.93,8,2020,2,3,18,1,1,845782
1278,7115,1214,1133,653,2,3.5,3,1,6,1,7,2,8,6,6,22.15,9.73,1.25,0.34,10.65,6.53,43,88,2009,2011,17,15,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,480674,2695,0.79,2,2021,2,4,7,1,2,749541
3813,15977,3107,0,516,2,4.0,4,0,8,1,10,5,10,1,8,3.61,1.9,3.56,1.17,9.73,10.38,83,79,2019,0,7,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,83496,0,0.54,7,2021,1,1,15,1,1,1015934
1122,17584,959,0,455,5,2.0,2,0,9,1,2,3,1,1,3,12.58,8.62,4.95,3.2,14.09,10.17,53,50,1951,0,75,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,257269,2110,0.83,8,2020,2,2,21,0,2,468344
4689,7020,3802,1458,175,1,3.5,3,1,6,1,7,10,7,6,4,24.32,0.24,1.0,1.77,9.73,10.75,50,93,1953,2021,73,5,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,471983,0,1.05,9,2026,2,4,16,1,1,1142108
4125,15634,3898,513,435,4,1.0,1,0,6,1,3,3,5,8,9,26.03,6.06,4.92,3.13,10.85,6.79,30,60,1962,1991,64,35,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,112269,0,0.94,6,2023,4,4,4,0,3,739085
1016,4117,838,1431,0,1,4.5,4,1,6,1,10,8,9,3,3,11.83,8.45,4.13,2.49,10.58,5.34,58,68,1972,2011,54,15,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,312991,2445,2.56,3,2024,2,1,20,1,1,682858
1617,9474,1492,503,675,2,4.5,4,1,8,1,7,8,8,7,8,9.59,7.1,4.75,3.18,5.69,11.08,56,68,2008,2002,18,24,1,1,0,0,1,1,1,0,1,0,1,0,0,0,0,391014,0,1.91,8,2026,2,2,11,1,1,781129
1486,3980,1368,0,0,1,3.5,3,1,5,1,1,8,2,1,7,25.54,8.08,2.59,2.95,9.57,3.83,43,80,1999,2018,27,8,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,126007,0,3.02,5,2024,1,1,0,0,1,490476
1492,19954,1252,456,175,1,1.0,1,0,4,2,5,2,7,7,3,28.93,2.37,1.83,4.81,5.49,6.71,39,77,2023,1997,3,29,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,333102,0,3.4,8,2022,5,3,3,1,2,601435
922,6801,866,679,317,3,1.0,1,0,6,1,5,5,7,4,8,16.71,8.84,1.17,0.53,5.63,8.71,61,94,1973,2001,53,25,0,0,1,1,1,1,1,0,1,0,1,0,0,0,0,401793,4448,2.76,11,2024,2,4,5,1,1,584233
3379,16256,2608,301,0,1,2.0,2,0,6,2,4,10,6,8,9,15.22,6.67,2.76,2.61,14.64,6.97,57,87,1992,0,34,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,438359,1279,2.16,3,2020,2,1,6,1,1,861045
3490,16595,3171,0,443,4,3.0,3,0,9,1,9,9,10,1,4,20.25,2.54,5.0,2.3,8.3,9.75,36,68,2020,2000,6,26,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,88638,0,1.77,9,2021,2,2,2,0,1,942334
1093,5169,944,1307,0,1,4.0,4,0,8,1,2,7,2,2,9,26.96,1.4,4.95,4.23,7.01,7.83,31,51,1956,0,70,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,453590,2418,1.44,6,2024,4,4,19,1,1,522101
2635,11699,2033,926,384,3,2.0,2,0,6,1,7,8,7,5,10,18.81,2.28,4.98,0.15,14.73,4.14,53,50,1994,0,32,0,1,1,0,0,1,1,1,0,1,0,0,1,0,0,0,325822,0,1.09,2,2025,5,4,10,1,2,835225
3029,13340,2594,1172,461,3,2.0,2,0,9,2,2,10,1,4,2,3.36,6.8,3.67,2.81,9.72,10.02,92,79,1992,1993,34,33,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,117434,4929,2.2,1,2022,4,1,24,1,3,765133
1999,4837,1941,716,196,5,1.5,1,1,9,1,5,5,3,9,7,1.26,4.45,0.19,4.21,14.83,7.61,99,90,1976,2006,50,20,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,407897,0,2.97,3,2024,2,1,8,0,3,709770
2472,13577,2100,717,0,4,3.5,3,1,10,1,9,6,10,10,7,16.02,6.47,4.73,0.62,1.77,1.2,50,65,1992,2007,34,19,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,390861,0,3.45,9,2020,3,3,14,1,1,813092
2107,12303,1712,1255,0,3,4.5,4,1,10,1,4,9,6,7,1,26.25,4.99,4.73,2.66,2.95,4.29,28,57,1967,0,59,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,63375,532,2.53,1,2021,2,4,12,1,2,713533
2915,8790,2667,405,309,2,2.5,2,1,6,1,9,10,8,10,8,14.53,1.22,0.18,2.98,2.14,5.3,62,92,1973,1995,53,31,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,381809,3670,1.98,1,2025,4,4,21,1,3,989928
2390,6383,2038,530,679,4,4.5,4,1,9,1,1,9,1,10,9,20.32,1.07,2.85,1.03,8.1,6.6,42,83,2002,2022,24,4,0,0,1,1,1,1,1,0,1,0,1,0,0,0,0,217717,4909,1.47,5,2022,1,4,11,1,1,674737
4918,5969,3872,0,624,5,3.0,3,0,9,2,10,9,10,1,4,4.01,9.38,4.2,1.62,1.38,11.9,70,71,1988,0,38,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,333134,0,2.51,6,2026,3,4,17,0,2,1168567
1725,12548,1637,0,609,1,3.0,3,0,7,1,5,1,5,1,7,15.79,5.14,3.22,4.81,4.6,2.25,58,83,2016,2019,10,7,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,299938,1550,1.4,4,2020,1,4,5,1,1,574171
1097,16916,937,0,0,1,4.5,4,1,6,1,3,6,2,1,10,2.14,9.22,4.81,4.93,5.82,5.68,76,57,1980,0,46,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,245274,4445,0.93,8,2020,1,4,22,1,3,499419
3774,6615,3541,334,306,1,1.0,1,0,4,1,2,2,3,5,4,26.79,6.78,1.6,1.75,13.36,7.28,32,93,2020,1997,6,29,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,210259,243,2.88,8,2026,4,4,10,1,1,759316
3624,19879,3157,0,589,1,1.5,1,1,3,2,8,3,6,1,3,13.78,2.14,1.54,1.07,7.42,1.97,70,87,2022,2007,4,19,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,290733,0,1.65,3,2026,4,3,15,1,1,946748
4406,17585,4087,0,398,3,3.5,3,1,8,1,1,3,2,1,8,5.25,6.55,2.7,4.46,6.94,11.42,81,78,1996,1990,30,36,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,306090,2791,1.08,1,2024,5,2,23,1,2,987750
4375,3220,3866,0,639,2,2.0,2,0,5,1,1,3,1,1,9,27.7,1.27,1.14,1.48,5.8,9.33,47,88,1951,0,75,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,303129,4413,0.57,10,2020,1,3,25,1,3,794202
2661,15213,2286,1225,631,1,2.5,2,1,5,1,8,7,9,7,7,2.64,2.84,4.13,2.36,7.93,9.79,88,59,1966,2001,60,25,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,495211,0,2.38,5,2024,3,2,16,0,1,941106
4043,2564,3548,440,554,1,3.0,3,0,8,1,5,9,6,9,9,23.52,5.08,1.93,4.53,8.53,7.43,43,81,1954,2005,72,21,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0,89090,0,1.83,2,2021,4,4,5,1,1,917243
4045,3259,3825,880,788,3,4.5,4,1,11,1,6,6,8,3,7,0.91,8.38,1.16,4.21,6.23,6.56,92,82,2011,2020,15,6,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,338241,0,2.26,7,2021,3,4,5,1,1,1129754
3676,5803,2949,0,0,4,4.5,4,2,11,1,2,6,1,1,3,21.54,8.71,2.66,3.12,9.32,9.96,41,81,1955,0,71,0,1,0,1,1,1,0,0,1,0,1,0,1,0,0,0,213617,0,1.94,1,2026,2,4,9,0,3,817895
4122,14944,3384,0,351,1,3.0,3,0,7,1,6,6,5,1,10,17.54,1.11,0.91,3.08,0.76,4.72,60,96,1963,2020,63,6,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,420314,1722,2.65,10,2025,1,1,12,1,2,947514
2416,10204,2210,986,264,3,3.0,3,0,8,2,2,3,3,3,5,28.04,8.82,3.41,4.81,12.58,10.38,38,73,2026,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,160755,2034,2.08,6,2023,4,1,19,1,2,692234
3490,4382,2717,0,490,1,3.5,3,1,5,1,3,7,3,1,8,1.11,3.28,1.17,0.7,14.04,9.39,92,94,2012,1999,14,27,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,200749,0,1.3,7,2020,5,1,0,0,2,807123
1381,9597,1201,721,568,4,2.5,2,1,8,1,9,6,7,2,8,11.91,1.82,2.64,3.6,2.67,5.81,73,80,1996,1997,30,29,0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,145561,0,2.91,11,2024,1,4,11,1,3,649046
975,16994,801,1025,621,2,1.0,1,0,7,1,6,7,6,5,7,5.71,2.49,3.86,2.69,4.75,9.54,87,59,2000,1999,26,27,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,229787,1245,2.03,10,2026,5,3,10,1,2,618330
